student_id,attendance_pct,study_hours_week,assignment_score,internal_marks,prev_sem_cgpa,activity_score,final_exam_marks
S02531,62.7,13.6,44.1,32.2,,31.6,49.43
S03418,62.7,15.2,63.1,47.5,5.94,56.0,45.11
S09205,77.0,24.4,90.8,96.7,9.08,92.0,100.0
S02960,55.6,2.3,85.8,40.8,9.74,67.7,72.53
S07369,97.5,22.0,85.6,75.6,6.31,57.9,87.76
S08566,94.3,29.4,79.8,98.7,10.0,,99.6
S07118,78.2,,61.5,60.1,7.25,60.9,62.82
S06144,65.0,10.3,66.4,36.9,5.88,70.1,56.83
S02916,64.0,11.2,62.2,64.3,8.17,62.8,57.77
S06576,80.7,10.6,68.5,58.3,6.73,47.6,54.11
S01546,78.4,23.9,76.8,86.4,8.12,65.6,76.5
S01806,77.0,21.2,86.5,81.3,9.55,56.9,89.29
S03325,92.9,27.4,96.4,89.6,9.37,82.9,79.75
S09794,99.0,20.1,74.1,75.9,7.55,58.7,76.3
S04278,93.1,23.8,74.4,79.0,7.53,74.4,84.53
S05541,97.2,40.0,100.0,92.2,9.72,90.2,100.0
S09115,86.4,23.4,80.4,68.9,6.8,53.2,66.95
S07423,75.1,26.6,100.0,90.4,7.76,89.3,69.31
S08928,67.3,25.0,73.1,93.5,7.13,65.1,78.33
S01032,60.7,10.3,66.7,75.3,7.07,70.6,59.92
S06225,89.4,23.8,,67.2,6.64,67.5,77.94
S10000,66.8,,54.5,52.3,6.48,59.3,59.04
S03379,77.0,5.5,50.3,,5.29,62.2,52.95
S00897,,22.6,78.2,81.4,6.05,54.3,72.17
S09884,65.9,33.7,57.5,56.2,6.61,77.8,54.3
S03562,77.2,15.2,68.9,64.8,5.37,52.4,60.28
S07086,79.4,5.6,65.8,64.6,7.17,66.1,43.29
S09497,67.6,2.8,41.6,52.1,4.78,45.5,35.0
S02458,70.9,22.5,71.9,67.3,7.45,73.9,73.74
S02032,56.1,4.4,47.4,37.9,6.08,56.2,48.97
S06634,82.2,17.2,87.9,75.7,9.14,77.5,89.33
S04643,69.9,16.8,69.0,76.4,7.29,64.5,71.86
S07322,61.1,10.3,63.6,53.5,5.48,33.5,45.9
S07064,75.4,24.5,92.0,100.0,,78.0,94.2
S01947,77.7,17.8,75.1,77.7,7.4,68.9,84.07
S08407,67.9,27.7,79.2,69.9,6.53,41.9,88.33
S07141,75.2,10.9,83.0,60.6,6.05,44.2,69.34
S00018,,18.2,82.0,85.8,8.67,,100.0
S01748,58.0,5.7,60.4,47.4,,47.4,39.25
S07158,97.7,16.8,62.5,71.5,7.33,34.1,58.1
S06609,87.9,21.0,79.1,74.9,7.02,54.1,71.68
S02944,75.6,5.5,70.0,70.7,7.79,57.0,73.48
S03181,67.1,3.9,47.4,31.7,5.02,30.8,43.33
S02136,80.5,21.2,96.4,86.0,9.34,72.3,100.0
S06347,53.9,5.3,47.0,40.2,5.43,45.2,42.09
S00177,87.1,11.9,83.9,69.8,7.87,69.3,79.43
S04090,74.4,15.7,86.3,66.3,7.23,63.9,71.83
S07036,74.3,2.0,35.2,46.2,4.56,,37.74
S03810,59.3,,62.9,50.5,6.85,52.2,56.05
S07113,71.3,22.2,64.5,,7.0,49.1,56.27
S04566,67.9,12.7,50.7,54.4,6.1,43.4,58.14
S02691,63.9,14.6,63.5,50.0,5.87,46.8,49.58
S03846,79.9,16.0,89.8,75.3,8.78,66.1,86.86
S02678,62.8,10.8,38.8,54.0,5.29,45.3,47.03
S05941,46.6,10.6,48.0,30.0,5.16,42.7,31.08
S02079,86.2,18.3,81.5,75.9,5.78,45.4,74.99
S05169,68.5,11.2,73.4,66.5,8.74,61.4,58.18
S00362,69.2,9.4,51.6,39.7,5.1,31.1,59.09
S08192,87.0,27.6,97.1,81.9,8.84,61.7,90.17
S09667,73.6,22.9,85.6,78.7,8.21,59.1,90.97
S02245,94.0,16.6,85.2,66.8,,68.6,99.13
S07210,76.5,16.7,87.6,73.9,6.91,49.6,79.05
S09075,100.0,35.3,98.0,86.4,9.57,89.4,100.0
S07387,88.9,17.8,84.6,93.3,8.21,65.3,89.77
S02459,92.1,,75.3,69.2,6.79,64.5,78.82
S07350,95.4,32.2,100.0,91.7,9.45,83.2,100.0
S04781,65.5,15.6,,61.4,7.72,81.7,69.91
S00764,75.7,10.3,75.2,63.0,5.59,64.5,54.02
S00864,71.4,8.5,60.0,53.2,6.76,57.8,61.25
S03517,60.1,11.7,61.1,40.2,6.05,30.9,48.94
S00228,62.1,17.3,61.7,53.9,,65.7,54.17
S03621,75.3,18.5,73.2,80.8,6.03,49.1,76.61
S00903,73.3,14.5,90.5,60.8,8.77,64.8,74.12
S02434,76.6,14.1,74.4,64.2,9.12,72.0,67.04
S06801,81.9,27.8,87.3,80.7,8.67,49.6,81.29
S00951,57.5,,53.0,55.3,6.74,33.6,51.22
S09939,63.6,13.4,61.9,55.4,6.49,57.8,75.07
S04134,83.6,17.1,74.3,61.7,5.79,39.7,77.95
S03182,81.1,18.2,81.9,75.6,5.94,,65.4
S06985,72.2,16.8,74.4,63.8,5.65,45.6,72.42
S01709,94.6,25.2,82.5,87.9,7.25,72.8,86.08
S09401,51.5,13.1,60.6,43.4,4.64,44.0,47.21
S09185,81.8,25.5,79.7,86.8,9.29,72.2,84.17
S04946,90.8,25.1,72.5,70.3,8.03,61.1,64.48
S00866,84.5,19.2,80.9,78.3,6.03,68.5,78.14
S09760,83.9,19.3,82.1,66.3,6.03,36.3,74.12
S02317,76.0,17.7,85.1,83.1,8.78,98.6,84.56
S03007,70.8,8.0,59.0,53.9,7.6,71.9,60.17
S07621,84.9,23.6,100.0,72.3,9.04,82.6,93.19
S06859,84.2,17.4,85.0,73.6,6.82,59.7,76.08
S03730,94.1,22.6,82.3,90.4,8.65,78.1,99.94
S04233,81.1,14.9,76.1,66.4,6.55,60.9,77.24
S06016,84.5,21.4,80.0,76.1,6.9,52.8,78.77
S01166,94.9,20.7,80.1,85.9,9.45,72.5,88.96
S04659,88.1,33.0,87.7,89.3,7.38,71.9,83.09
S06721,83.0,16.1,57.7,77.8,6.65,74.0,80.86
S06162,54.5,10.6,40.6,30.0,5.08,,28.78
S09886,98.4,31.8,91.4,100.0,9.77,79.4,100.0
S03722,100.0,25.6,82.3,93.3,7.78,87.2,84.91
S08673,43.6,2.5,51.5,30.8,6.12,31.2,34.26
S01499,89.5,32.4,81.3,69.4,7.1,82.3,77.44
S01280,,16.8,72.0,59.1,8.24,,78.27
S02657,75.9,25.8,70.1,71.9,6.44,68.2,76.95
S08089,76.3,,84.8,74.0,9.06,55.6,83.43
S00130,96.7,29.5,91.9,92.2,10.0,100.0,94.02
S02260,76.5,12.5,,60.6,8.54,83.8,93.95
S09066,95.1,26.4,95.1,86.2,8.94,78.6,100.0
S04329,79.2,19.5,68.4,69.5,7.31,51.4,72.4
S01389,58.8,15.9,67.0,41.1,6.99,64.0,48.78
S09100,100.0,32.9,88.8,100.0,8.48,95.3,87.6
S06337,63.0,15.0,61.5,66.6,,73.2,59.62
S02067,80.8,28.2,73.6,62.2,7.73,80.0,87.39
S08944,76.3,12.3,64.7,61.4,8.75,100.0,81.9
S08794,67.6,11.3,73.1,59.8,,51.6,70.92
S09730,65.9,5.5,84.2,60.3,7.8,55.5,52.41
S05010,92.3,31.0,79.7,93.8,9.75,78.9,100.0
S02669,58.2,15.4,,44.4,5.27,53.9,45.94
S04188,57.7,13.9,45.9,40.9,5.94,,48.43
S06424,74.8,18.1,64.5,63.7,7.59,71.6,78.91
S02679,96.6,23.7,,80.5,8.75,86.2,89.51
S02275,100.0,21.3,99.3,87.6,9.53,67.4,100.0
S08263,80.0,26.1,56.0,64.3,7.59,56.4,69.71
S04286,76.2,13.3,65.2,51.4,8.83,60.3,64.56
S07588,82.4,17.1,86.7,59.9,8.92,59.9,76.02
S00116,76.1,16.4,63.1,58.4,,42.5,77.29
S03701,70.5,10.9,46.0,58.6,5.23,,40.15
S03425,67.4,2.0,41.7,53.7,6.44,31.1,39.01
S03839,91.3,16.8,68.4,69.3,6.35,63.5,84.12
S07911,50.0,6.5,,45.4,9.62,45.5,64.13
S06442,87.0,24.0,82.0,83.1,8.07,66.3,87.17
S07276,82.6,23.9,,85.7,7.89,70.3,89.29
S04570,76.1,18.5,74.9,67.2,7.9,38.8,70.02
S03225,58.0,2.3,45.8,38.3,5.22,33.7,32.59
S02692,50.9,15.6,42.3,39.8,5.1,56.7,41.32
S03516,69.3,19.3,,42.9,5.88,48.8,54.19
S07332,82.7,24.4,87.0,78.8,8.43,75.9,89.11
S09489,67.9,18.4,71.4,63.0,6.61,62.6,58.43
S06624,82.0,26.3,69.0,74.3,6.74,51.8,92.12
S04569,73.2,15.1,63.0,73.7,5.83,55.5,79.88
S09802,73.4,11.0,72.7,66.6,6.02,45.8,68.65
S08681,85.8,20.9,85.2,94.0,6.51,73.1,81.4
S05851,72.9,7.9,74.6,66.3,8.5,44.4,66.99
S03968,86.7,22.0,,70.4,8.82,68.2,96.46
S00793,75.9,18.2,71.1,53.7,7.08,48.3,62.5
S00577,86.3,17.4,78.6,70.3,6.11,49.7,72.5
S05794,95.5,24.1,91.7,77.6,,69.3,84.86
S08478,72.2,13.4,77.6,59.3,6.73,60.1,64.38
S01120,78.5,21.2,77.9,67.0,7.69,47.2,75.04
S05548,84.3,26.3,81.1,78.0,7.64,82.5,85.17
S01290,65.1,15.8,55.5,52.2,6.39,68.7,51.98
S04536,69.3,7.6,75.1,48.8,,43.4,58.23
S02012,89.3,18.0,85.3,71.6,7.87,62.3,76.88
S07966,92.7,25.3,100.0,85.6,8.79,83.7,89.82
S09311,79.2,19.8,83.5,74.0,,71.1,63.64
S07531,64.7,18.0,68.9,78.4,6.53,43.4,56.85
S06226,67.6,13.3,,51.7,5.78,58.5,53.68
S03938,76.7,16.0,68.0,63.0,7.01,52.2,65.59
S05655,65.2,9.2,59.4,50.9,6.47,48.4,58.88
S02359,100.0,33.8,100.0,99.5,9.93,74.6,91.01
S05509,61.2,10.3,62.2,39.1,6.15,64.9,57.85
S03170,86.5,,90.5,71.8,,70.2,70.2
S02155,77.0,17.7,78.0,71.7,6.94,77.9,87.46
S05045,65.6,9.7,47.2,44.3,5.59,40.7,50.77
S09408,76.3,25.2,79.9,87.8,7.87,,75.84
S03659,78.5,9.1,57.1,50.8,7.38,57.8,56.33
S02569,65.0,25.0,61.0,63.2,5.72,65.3,68.6
S01416,91.9,20.8,100.0,89.2,8.89,80.9,93.28
S03965,66.6,5.1,55.0,44.5,5.3,41.5,47.9
S05237,72.5,14.0,80.4,68.6,5.85,53.7,62.38
S03149,73.4,14.4,,67.4,8.99,79.7,85.24
S03376,76.8,8.0,68.0,60.7,8.39,,76.77
S02670,100.0,17.83,83.2,74.6,8.59,73.4,82.28
S01909,55.0,18.2,70.8,81.6,7.55,61.7,72.81
S00648,53.3,5.3,41.9,37.4,5.17,33.4,8.6
S00711,81.4,16.3,77.5,72.8,7.47,43.6,65.95
S03885,100.0,27.3,95.9,,7.82,82.8,91.82
S08380,67.7,,65.8,51.3,7.05,65.9,59.44
S04168,83.1,16.4,79.9,51.3,8.4,79.1,71.16
S04567,77.5,9.9,52.1,54.5,5.58,52.7,69.43
S05697,55.4,10.4,41.7,41.4,4.8,,35.38
S03039,98.5,29.5,88.7,74.3,9.25,87.7,87.26
S03246,78.2,18.7,73.7,70.3,6.95,63.6,77.15
S02683,88.9,13.1,80.9,81.6,8.57,70.0,82.86
S07349,92.7,19.1,82.2,78.2,4.05,59.0,73.17
S02606,53.7,2.0,34.7,30.0,4.0,,14.55
S06884,79.2,21.4,92.6,75.2,9.42,84.7,97.63
S02497,76.1,5.2,48.5,46.9,4.92,30.3,37.91
S00872,77.8,30.6,76.0,71.5,8.64,73.1,75.65
S06339,86.8,16.6,82.3,70.7,6.36,78.6,68.25
S09378,82.8,,31.9,42.9,6.6,46.1,41.63
S00508,78.5,25.5,82.0,74.5,9.01,96.0,90.54
S00351,98.3,23.3,99.7,83.5,8.54,64.5,76.05
S01490,84.8,23.2,63.3,68.6,7.64,43.9,78.14
S05735,75.9,6.2,61.1,53.8,,56.2,53.73
S04172,90.4,11.2,84.2,62.0,7.61,83.2,71.82
S02878,91.4,25.5,100.0,92.8,9.08,77.5,91.32
S08672,69.1,25.5,81.0,76.4,8.7,56.8,87.8
S04716,69.4,7.2,58.5,49.2,6.18,66.6,55.65
S04243,64.3,11.0,56.2,49.0,4.88,37.3,48.52
S07951,45.8,2.6,61.0,41.0,4.19,48.2,28.45
S09656,72.9,9.0,50.3,57.0,6.27,48.0,54.38
S04994,78.3,16.5,61.0,54.6,6.91,53.9,66.85
S02856,92.9,11.7,70.8,67.3,7.98,61.3,81.7
S05036,,22.2,75.2,89.8,8.27,64.6,75.55
S08553,95.2,25.4,89.0,76.7,6.8,88.9,87.59
S03876,68.5,4.8,52.7,49.8,5.42,33.3,61.27
S04509,84.9,15.6,73.8,74.8,8.08,68.6,85.59
S06397,100.0,20.3,92.4,94.9,9.87,,100.0
S00424,74.4,11.1,47.9,61.6,7.47,45.5,68.13
S07777,57.1,2.1,36.8,30.0,5.72,,42.59
S04022,78.2,12.1,92.2,78.8,9.06,79.7,89.39
S02810,70.1,22.4,,81.1,8.2,63.3,85.52
S04321,70.4,2.0,49.2,47.7,5.04,60.3,39.62
S00942,81.9,15.0,79.0,75.5,6.39,69.6,62.71
S07382,81.6,20.5,77.8,70.5,6.19,59.5,61.42
S02179,81.8,11.2,73.4,67.1,7.6,43.7,72.91
S04398,92.2,16.3,75.3,46.7,6.53,66.7,74.93
S08811,70.0,,54.1,55.5,6.99,46.5,43.1
S02029,,19.1,81.1,81.8,6.43,,76.9
S03037,56.6,20.7,59.4,53.9,6.44,71.3,58.27
S05827,79.0,22.0,62.7,60.0,5.86,58.1,62.94
S00076,67.2,7.2,57.3,44.5,5.98,45.0,42.49
S00689,57.5,16.4,81.5,78.0,6.5,59.3,58.66
S02712,41.9,5.2,41.8,47.3,4.0,21.9,25.59
S07826,77.4,15.4,60.4,57.2,6.46,70.5,58.2
S02980,79.2,16.9,70.8,73.2,5.98,42.4,69.91
S00047,69.9,6.9,60.9,43.8,5.83,42.3,46.72
S06944,64.7,2.0,47.2,30.4,5.24,39.3,32.6
S07796,62.6,20.7,62.7,49.3,6.79,42.3,55.33
S00044,69.7,12.6,66.1,47.0,5.43,46.6,58.82
S02063,90.3,21.5,84.2,80.7,6.21,64.5,89.09
S02824,85.4,15.2,70.1,67.3,5.73,58.2,74.74
S08286,61.3,15.2,63.2,80.7,7.03,60.0,67.79
S01467,94.1,26.5,96.4,100.0,9.68,89.5,96.99
S08632,87.8,11.0,62.5,69.1,8.6,53.2,80.68
S00958,80.0,14.4,85.5,69.1,8.55,63.1,89.37
S02513,77.5,16.8,78.6,55.1,7.62,83.7,68.52
S01394,81.1,19.9,,67.2,7.69,70.8,92.85
S03179,51.4,12.8,51.4,60.0,6.93,63.6,61.61
S01019,72.6,4.3,46.5,30.0,4.66,46.4,28.3
S06371,76.4,32.9,69.4,66.2,8.28,54.7,83.73
S09639,63.5,2.0,56.3,56.7,5.36,40.8,52.75
S09328,67.5,11.5,75.7,67.0,8.42,69.6,69.07
S05420,93.7,4.8,68.1,51.4,6.67,72.2,68.82
S01444,71.8,18.3,82.2,66.1,9.14,58.3,85.82
S08346,71.5,,57.6,45.7,5.94,53.2,39.88
S07607,71.8,11.8,72.6,71.4,5.85,48.4,74.66
S01992,89.9,21.9,94.4,76.9,9.23,91.1,100.0
S08856,77.2,18.6,69.4,72.5,7.4,54.6,84.86
S04171,63.8,9.2,62.6,61.6,6.81,57.9,57.86
S00684,95.3,16.1,61.7,63.2,8.03,69.5,75.56
S07389,65.0,6.8,62.6,50.4,6.14,51.5,50.38
S06708,94.9,21.1,77.8,78.2,8.84,63.1,86.16
S05739,74.5,14.9,,66.3,6.49,53.0,50.29
S01016,89.4,25.2,96.1,93.7,7.0,70.0,96.25
S00611,72.4,6.2,49.5,53.0,7.42,67.5,71.06
S04968,44.0,10.7,62.9,43.7,,52.0,42.14
S00835,60.5,29.6,65.2,68.4,7.29,64.2,73.26
S06206,100.0,29.2,100.0,83.7,10.0,92.0,93.38
S07808,95.6,15.9,71.6,75.3,8.15,64.4,84.2
S05642,76.8,12.6,78.3,66.9,7.4,46.5,69.18
S03755,75.4,15.5,80.6,68.3,5.71,51.7,73.46
S05332,85.1,23.8,66.5,55.6,6.52,55.8,63.65
S08052,55.6,6.1,40.2,58.7,5.46,61.9,42.09
S07949,46.7,2.0,40.7,30.0,4.72,32.5,11.07
S02183,86.8,18.0,63.4,50.1,7.3,85.4,68.86
S06126,49.6,12.7,80.9,69.6,5.43,57.4,62.79
S02136,80.5,21.2,96.4,86.0,9.34,72.3,100.0
S08363,78.7,28.2,73.6,57.2,6.82,65.0,60.4
S04778,65.0,2.1,49.0,52.3,6.13,55.2,54.71
S09068,89.6,21.7,83.5,75.9,5.76,85.5,72.35
S05292,68.4,8.1,75.5,63.3,8.86,67.0,69.78
S08344,89.7,18.2,81.9,75.6,6.19,,72.2
S00920,89.6,19.7,80.1,79.1,8.51,93.4,85.02
S02181,58.4,20.2,,53.9,6.4,61.3,60.45
S03131,70.6,17.9,65.8,61.7,6.1,41.5,60.19
S08054,69.5,12.1,73.6,71.7,6.95,60.5,53.63
S04468,40.0,2.0,38.4,30.0,4.27,42.0,19.54
S02689,78.6,17.8,91.3,81.9,9.87,,85.61
S08141,80.7,12.5,81.8,63.3,7.67,58.2,82.53
S02484,63.5,8.8,65.7,57.6,6.07,46.6,49.04
S06230,72.0,8.5,79.7,59.5,6.26,42.0,64.08
S00208,85.6,20.3,88.3,71.4,5.97,74.0,65.27
S01337,80.8,29.5,75.3,69.3,,64.1,81.31
S06548,67.0,22.8,72.1,63.8,6.38,40.3,59.77
S00565,80.8,10.6,53.7,59.6,7.73,54.9,60.47
S00990,77.1,25.0,83.4,72.1,8.28,70.2,94.96
S05214,73.0,10.6,71.1,63.5,6.1,,64.76
S05876,91.7,28.3,63.2,70.9,8.2,68.4,79.93
S05099,80.2,22.9,,77.9,7.95,59.0,72.24
S05948,70.7,8.5,59.1,58.2,7.6,66.3,41.25
S00813,54.9,17.7,81.6,61.8,5.78,55.1,50.31
S00518,78.5,39.0,65.1,67.2,8.14,39.7,79.17
S03001,89.0,15.6,75.1,77.3,5.89,68.0,61.45
S08406,85.9,18.9,100.0,83.3,10.0,83.2,91.84
S02747,74.9,9.3,67.6,67.0,8.43,79.8,77.04
S02364,78.1,9.9,72.9,62.3,8.71,70.7,65.9
S09618,92.3,17.2,69.1,59.4,7.47,49.0,52.86
S08466,90.0,18.4,70.4,80.9,8.53,46.6,87.18
S09279,89.8,31.9,80.2,74.0,7.83,81.1,77.53
S04392,66.5,9.5,73.0,64.0,,62.2,69.89
S01838,63.3,28.0,82.2,79.1,8.57,74.9,93.47
S09341,63.8,2.8,55.5,39.5,5.69,39.5,41.1
S02236,91.3,,95.4,94.4,9.39,68.1,94.57
S01258,61.8,12.6,56.5,44.6,5.25,60.4,53.54
S06589,78.7,9.3,52.2,62.2,6.73,53.0,45.75
S02335,85.6,20.1,73.6,71.4,,44.7,66.51
S07708,65.8,14.6,54.1,74.4,7.05,45.6,64.82
S01487,82.5,10.4,72.1,65.3,7.09,59.6,68.66
S04481,82.5,10.6,,62.7,7.09,63.1,72.6
S07919,77.2,19.0,48.3,50.7,,54.9,63.94
S09601,82.9,29.1,85.0,64.5,7.29,62.2,81.05
S01839,65.2,11.7,63.0,47.4,7.01,59.8,63.37
S01737,84.8,19.9,75.9,75.8,9.23,68.0,84.13
S07248,62.4,4.9,52.5,35.5,4.8,29.8,38.2
S00884,75.7,10.8,63.7,54.3,6.8,49.4,54.45
S02441,76.5,13.8,74.8,71.3,7.18,61.2,66.41
S08947,61.3,22.6,66.4,66.3,7.02,54.6,63.06
S09388,80.0,11.9,65.4,57.6,6.93,53.0,60.5
S08832,81.2,19.1,68.3,72.2,,60.3,63.23
S03617,73.0,7.4,51.2,35.9,6.22,47.2,40.45
S08761,80.4,27.3,63.7,,7.98,51.4,82.12
S08589,91.9,23.8,84.1,87.4,8.8,63.3,88.08
S00035,91.6,10.5,86.4,84.3,4.03,51.4,81.85
S03059,81.4,13.8,82.0,70.0,8.03,62.5,80.72
S01566,100.0,28.5,88.3,89.9,8.73,79.3,94.25
S09004,51.0,7.3,59.3,33.3,4.29,49.8,18.98
S05367,64.2,7.1,59.1,64.8,8.44,60.7,75.45
S06780,68.6,8.3,62.6,53.7,5.9,51.3,44.62
S01054,68.0,12.5,67.5,53.0,8.8,80.9,76.15
S08903,83.7,21.5,83.1,67.3,,48.3,85.62
S05908,83.1,18.7,68.6,60.0,7.64,,74.04
S01485,77.3,26.3,77.6,81.4,8.04,56.8,100.0
S03743,73.9,9.3,,55.3,7.66,55.0,70.32
S08168,74.2,9.6,57.5,48.5,7.77,50.2,53.62
S09111,79.2,16.7,61.3,37.8,4.8,40.6,40.4
S03470,80.6,22.7,82.9,76.0,6.14,69.0,62.11
S03444,88.9,13.0,76.2,79.1,4.58,51.7,60.41
S00391,86.2,21.2,86.4,84.5,7.31,79.7,78.12
S04239,86.2,27.4,71.7,72.7,7.44,71.8,89.13
S02981,78.2,12.0,73.7,59.4,7.87,,71.93
S09998,48.9,2.0,55.3,30.0,6.12,54.9,36.42
S00392,67.6,12.0,87.3,78.4,6.68,47.2,76.77
S04603,85.3,,73.1,70.6,8.99,61.1,85.1
S01628,61.3,13.5,30.0,43.5,4.0,31.7,32.22
S05217,76.2,17.6,60.7,52.8,5.62,59.5,62.07
S03750,88.5,19.3,89.8,87.6,6.76,70.6,81.31
S03443,70.1,10.8,57.6,67.2,9.12,59.5,49.23
S02252,58.4,16.1,70.4,66.7,6.74,56.4,70.45
S08422,91.4,24.4,92.2,86.3,9.87,83.1,100.0
S02926,83.7,3.0,,53.6,6.4,57.0,70.09
S07875,99.5,24.7,86.9,94.8,9.17,70.7,93.23
S05205,89.2,22.4,75.3,74.2,6.3,50.7,63.86
S00215,80.3,2.0,50.1,50.7,,43.1,40.43
S03131,70.6,17.9,65.8,61.7,6.1,41.5,60.19
S03488,75.2,24.6,84.1,83.7,9.08,75.8,91.11
S07161,82.2,16.4,86.7,65.6,8.93,90.1,79.78
S07670,84.4,27.8,86.1,76.4,9.15,70.2,95.86
S00715,67.6,13.3,75.4,66.8,7.12,54.8,68.84
S05944,62.8,14.4,33.5,49.0,5.49,65.4,48.02
S03815,74.9,10.2,59.2,65.7,7.33,,64.11
S07821,59.0,20.4,58.0,,6.97,73.0,70.98
S01493,63.2,2.1,63.0,47.6,5.94,,54.24
S06115,74.8,18.9,80.7,,7.39,76.2,85.01
S04238,72.1,17.5,76.4,67.2,8.05,71.5,76.01
S09901,74.1,19.6,,63.0,,38.3,67.23
S02710,69.6,12.2,65.3,36.7,5.05,42.8,43.31
S08454,58.7,14.6,62.2,39.9,7.14,64.2,60.53
S03248,89.8,20.6,100.0,74.8,8.44,70.5,91.07
S02080,66.2,20.2,74.7,64.6,7.87,72.6,76.2
S07802,56.4,5.7,62.7,41.2,4.46,32.2,43.87
S07881,78.1,17.4,96.6,90.7,8.83,74.3,90.92
S07467,74.4,22.5,58.6,48.9,6.35,65.3,61.83
S02804,83.6,18.4,,74.6,7.93,39.8,71.68
S05614,72.0,7.6,43.6,,5.34,39.1,60.26
S00510,95.3,27.4,91.3,95.8,8.89,,100.0
S02023,85.9,18.8,70.9,,7.85,62.6,61.6
S08386,68.0,19.7,73.3,77.9,,76.8,71.56
S06086,86.1,6.6,71.3,,7.01,55.4,64.71
S07673,76.8,17.5,83.0,70.0,8.76,62.8,84.58
S01794,69.3,12.9,61.8,57.4,6.3,43.6,69.94
S00682,88.1,19.5,81.2,76.1,6.94,68.5,70.83
S06316,65.7,6.4,,45.3,6.33,51.6,45.62
S02337,81.4,11.8,75.3,61.9,6.51,54.7,54.23
S00219,89.1,16.7,68.2,65.4,6.75,34.3,67.34
S05786,86.0,27.7,74.8,,8.3,67.2,89.77
S02074,87.4,24.7,78.2,50.5,7.1,57.8,74.09
S04337,85.7,24.5,81.0,79.6,,60.8,84.25
S06215,81.0,18.2,70.2,70.8,7.56,63.5,73.03
S05197,76.6,22.2,62.3,62.3,7.51,59.5,66.49
S05487,44.6,4.1,73.4,35.1,5.24,34.5,41.37
S09384,86.8,16.6,75.7,85.9,6.09,65.2,74.29
S04774,71.3,18.4,52.8,58.4,6.28,55.7,59.13
S09029,84.3,16.5,82.1,81.1,7.24,78.4,74.97
S04062,84.2,4.0,64.7,54.9,6.91,55.5,46.48
S06808,54.2,,84.8,66.1,6.76,47.8,72.41
S09503,76.8,16.8,76.2,68.6,6.82,56.3,66.78
S05372,75.6,3.2,47.7,52.3,4.69,76.1,45.77
S05331,80.4,15.3,67.1,69.4,6.5,45.6,66.96
S00402,57.9,6.5,58.1,46.7,6.25,56.8,37.44
S05998,77.1,18.6,66.1,62.2,6.63,56.5,71.78
S03868,65.1,4.1,57.7,56.5,4.98,39.0,50.38
S06848,65.1,16.9,69.2,62.8,6.99,55.8,65.93
S01363,72.2,11.1,75.6,,7.62,46.1,54.78
S07311,63.0,20.2,,60.1,5.97,47.8,53.18
S03787,99.5,8.5,47.6,44.5,7.2,55.2,51.69
S08839,58.9,21.0,70.9,44.9,,77.9,46.86
S02543,85.6,18.7,86.6,82.8,4.45,43.9,77.89
S01663,65.5,18.0,68.6,80.0,6.64,82.0,81.23
S06881,56.6,2.7,45.2,40.6,5.35,31.4,38.32
S08258,71.0,11.6,75.3,56.2,8.44,50.9,73.53
S07534,51.3,4.3,40.0,37.1,4.84,,21.13
S04175,48.8,,56.7,51.7,4.77,65.4,36.1
S04360,72.6,21.8,81.5,62.4,,70.6,65.23
S01526,,4.8,44.2,35.1,5.22,37.8,34.77
S07747,73.9,18.8,67.7,67.5,6.66,76.1,63.8
S08160,65.3,11.7,48.2,60.9,6.15,31.6,52.5
S01468,65.8,,57.2,60.8,6.64,60.5,57.3
S03223,,9.6,59.7,57.3,5.64,40.8,43.14
S05962,80.7,19.1,69.1,,7.15,68.7,75.0
S01869,83.1,6.1,48.5,58.7,6.26,55.7,50.52
S00441,77.6,22.1,80.6,75.7,8.49,66.9,91.46
S01860,,21.4,83.3,81.2,6.76,92.9,83.13
S05767,84.0,18.4,92.3,85.2,6.71,55.8,86.94
S06841,49.1,9.2,52.6,48.8,4.29,26.1,40.33
S09141,87.8,15.5,75.8,71.9,7.27,72.3,82.27
S01299,94.3,30.4,87.4,,9.06,82.7,100.0
S00367,64.4,12.8,49.9,46.3,6.05,56.0,56.74
S07672,80.0,29.7,71.1,81.7,8.39,76.2,88.6
S09318,64.5,13.0,,64.3,6.87,83.0,78.64
S08727,75.1,18.2,80.5,72.4,,57.3,78.27
S08532,70.0,9.8,57.1,57.8,6.71,40.3,64.01
S08102,93.2,22.1,70.2,65.2,7.6,67.7,83.06
S01766,99.5,18.3,67.1,95.5,8.85,71.5,87.94
S00095,81.7,2.0,55.3,41.6,4.99,15.1,26.03
S06556,73.7,3.0,58.3,39.5,6.5,54.1,52.46
S05916,82.1,17.8,81.8,70.7,8.05,79.3,65.06
S08047,71.7,6.4,30.0,30.0,5.01,32.1,24.44
S04647,54.4,13.2,49.1,46.8,5.85,50.5,50.87
S03827,75.3,9.3,73.1,63.2,7.05,55.6,63.36
S03073,53.8,18.1,74.3,57.8,6.3,,69.14
S06315,70.9,11.8,67.6,60.3,6.61,75.5,76.38
S09333,68.8,17.5,60.4,65.9,6.32,39.3,60.67
S08995,56.5,7.2,51.4,42.8,5.37,41.9,41.55
S09533,55.3,16.0,49.6,32.1,4.43,36.2,37.6
S00667,81.2,11.7,68.3,55.3,7.33,54.4,40.29
